"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",0.150361145783903,0.00866338029057125,17.3559443012732,2.18992482752786e-67,0.133380920414383,0.167341371153422
"noncore_ratio",1.37702033960738,0.0713114528980502,19.3099464903067,6.09074432247355e-83,1.2372498919272,1.51679078728756
"surplus_ratio",-0.0865620797777221,0.00587341326800727,-14.7379514820163,4.09930162553748e-49,-0.0980739697830164,-0.0750501897724279
"loan_ratio",0.0218974721080933,0.0111387736878699,1.96587817669189,0.0493152063870023,6.54756798682508e-05,0.0437294685363184
"leverage",-0.339591732128903,0.0135177494544504,-25.1219134718538,7.10919883735925e-139,-0.366086521059625,-0.31309694319818
"log_age",0.00375151603473254,0.00139823535460576,2.68303617296982,0.00729680514516788,0.00101097473970525,0.00649205732975984
"growth_cat2",-0.0300559323897078,0.0025737809261879,-11.6777353052439,1.72933410210532e-31,-0.035100543005036,-0.0250113217743795
"growth_cat3",-0.0392413402315154,0.00265814902236532,-14.7626562323421,2.84476346917621e-49,-0.0444513123153515,-0.0340313681476794
"growth_cat4",-0.0488259326495764,0.00272735740475434,-17.9022861339929,1.43222806272198e-71,-0.0541715531628949,-0.0434803121362579
"growth_cat5",-0.0520961501166501,0.00300625843495744,-17.3292320816016,3.4812231091513e-67,-0.0579884166491667,-0.0462038835841335
"gdp_growth_3years",0.031306574266511,0.00773157724209775,4.04918340543111,5.14319666687675e-05,0.0161526828719994,0.0464604656610226
"inf_cpi_3years",-0.075845371417685,0.00347324324771081,-21.8370456683891,1.73553570678514e-105,-0.0826529281831982,-0.0690378146521718
"noncore_ratio:surplus_ratio",-1.77305908645273,0.148067925219908,-11.9746331544757,5.06061736353972e-33,-2.06327221988375,-1.48284595302172
