"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",0.00564687670845813,0.0020376136406715,2.77131866205862,0.00558314249385188,0.001653153972742,0.00964059944417426
"noncore_ratio",0.135805207356421,0.00310265368610417,43.7706625024414,0,0.129724006131657,0.141886408581186
"income_ratio",0.207307444281536,0.0360810672884743,5.74560177569243,9.16373606906231e-09,0.136588552396127,0.278026336166946
"log_age",-0.00596056900142831,0.00039991512146834,-14.9045852018381,3.13964247270187e-50,-0.00674440263950626,-0.00517673536335036
"growth_cat2",-0.00658761268345873,0.000602797364529653,-10.9284032596905,8.48140384976678e-28,-0.00776909551793685,-0.0054061298489806
"growth_cat3",-0.00552716079050946,0.000648848496364157,-8.51841504061592,1.62105236667372e-17,-0.00679890384338321,-0.00425541773763571
"growth_cat4",-0.00340616155273701,0.000705782812088192,-4.82607608799545,1.39282401838444e-06,-0.00478949586442986,-0.00202282724104415
"growth_cat5",0.00268440079658786,0.000888084102485303,3.02268759127156,0.00250550984056699,0.00094375595571667,0.00442504563745906
"gdp_growth_3years",0.0474129310267907,0.00528673732547753,8.96827818516745,3.01992582740474e-19,0.0370509258688547,0.0577749361847266
"inf_cpi_3years",0.00918823941303274,0.00274336439538487,3.34925955461476,0.000810326821095425,0.00381124519807838,0.0145652336279871
"noncore_ratio:income_ratio",-6.89590853754485,0.28834483623285,-23.9154916995848,2.41266857808587e-126,-7.46106441656124,-6.33075265852847
