"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",0.0066956388434735,0.00414971710011502,1.61351694150137,0.106644279067972,-0.00143780667275193,0.0148290843596989
"noncore_ratio",0.267135519815383,0.351417480612825,0.760165713297855,0.447162371605399,-0.421642742185754,0.955913781816521
"surplus_ratio",-0.0305428668910196,0.00601955410099693,-5.07394175358624,3.92316552850093e-07,-0.0423411929289736,-0.0187445408530656
"profit_shortfall",0.0154091272442282,0.00592534622248128,2.60054462062733,0.00931281337385978,0.00379544864816488,0.0270228058402915
"emergency_borrowing",0.363105624740037,0.366963599225142,0.989486765190739,0.322434172543329,-0.356143029741242,1.08235427922131
"loan_ratio",0.0208018366765522,0.00566542742749805,3.67171531941035,0.000241406303831652,0.00969759891865598,0.0319060744344483
"leverage",-0.0668671094977527,0.00623487234101867,-10.724695846271,8.85816079797956e-27,-0.0790874592861493,-0.0546467597093561
"log_age",0.00568463117348367,0.00110287597120204,5.15437032079676,2.5632969191501e-07,0.00352299426992768,0.00784626807703966
"gdp_growth_3years",-0.00947512415675711,0.0071040253674051,-1.33376834494865,0.182291373209957,-0.0233990138768711,0.00444876556335689
"inf_cpi_3years",-0.0811550754134972,0.00956560705800757,-8.48404862559775,2.28794850309558e-17,-0.0999036652471921,-0.0624064855798024
"noncore_ratio:surplus_ratio",-0.899418067940617,1.00963795053839,-0.890832270578781,0.373027333636559,-2.87830845099585,1.07947231511462
"noncore_ratio:profit_shortfall",-0.0514399606000218,1.04742303149984,-0.0491109695443334,0.960831235575239,-2.1043891023397,2.00150918113965
"surplus_ratio:emergency_borrowing",0.147731613426007,1.04760939510632,0.141017839393292,0.8878569326428,-1.90558280098238,2.20104602783439
"profit_shortfall:emergency_borrowing",0.508632798574938,1.07846168671545,0.471628065085951,0.637196215040454,-1.60515210738734,2.62241770453722
