"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",0.00160218685598049,0.0016493977251136,0.971376904178857,0.331361004672192,-0.00163063268524215,0.00483500639720314
"noncore_ratio",0.11017520858136,0.00272285596874142,40.4631055943391,0,0.104838410882627,0.115512006280094
"income_ratio",0.214253715428649,0.0344491553446108,6.2194185397398,4.99317521415511e-10,0.146733370953212,0.281774059904086
"log_age",-0.00342539063314267,0.000304281878645696,-11.2572942180733,2.14613119933089e-29,-0.00402178311528824,-0.00282899815099711
"growth_cat2",-0.00498184169238169,0.000513186170384158,-9.70766941878503,2.80683844882547e-22,-0.00598768658633464,-0.00397599679842874
"growth_cat3",-0.00389241876452918,0.000554268155122434,-7.02262745668541,2.17956705509393e-12,-0.00497878434856915,-0.00280605318048921
"growth_cat4",-0.00289113413863408,0.00059217722874325,-4.88221092994373,1.04929006156416e-06,-0.00405180150697085,-0.00173046677029731
"growth_cat5",-0.00139624585096644,0.000697546722298934,-2.00165208484498,0.0453225984826858,-0.00276343742667235,-2.90542752605335e-05
"gdp_growth_3years",0.0378545831021141,0.0043035839020201,8.79606020562193,1.42055236945529e-18,0.0294195586541547,0.0462896075500735
"inf_cpi_3years",-0.00468646849829477,0.00188396880457428,-2.48755100770034,0.0128628617293874,-0.00837904735526037,-0.000993889641329174
"noncore_ratio:income_ratio",-6.6532688176926,0.276438613877586,-24.0677983598878,6.22696461774379e-128,-7.19508850089267,-6.11144913449253
