"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",-0.00282297615296469,0.000894291340723385,-3.15666273888016,0.00159593454848794,-0.00457578718078253,-0.00107016512514686
"noncore_ratio",0.0544795719454634,0.00155917489515549,34.9412834408357,3.2067001372427e-267,0.0514235891509586,0.0575355547399681
"income_ratio",0.181407932349185,0.0228914717013551,7.92469504433155,2.29082846823369e-15,0.136540647814529,0.226275216883841
"log_age",-0.000371000793670296,0.000148992937859512,-2.49005623353852,0.0127725486292785,-0.00066302695187494,-7.89746354656519e-05
"growth_cat2",-0.00195445820156246,0.000300708016843243,-6.49952143637494,8.06367097146416e-11,-0.00254384591457521,-0.0013650704885497
"growth_cat3",-0.00133223774620358,0.000321301064461302,-4.14638447724169,3.37811376973256e-05,-0.00196198783254773,-0.000702487659859423
"growth_cat4",-0.000964193277001539,0.00033946199743071,-2.84035704820934,0.00450645338697807,-0.00162953879196573,-0.000298847762037347
"growth_cat5",-0.00202697025198114,0.000367583832545412,-5.51430741103316,3.50295311781279e-08,-0.00274743456377015,-0.00130650594019213
"gdp_growth_3years",0.00642605930469187,0.00196525194226378,3.26983994596117,0.00107614223015436,0.00257416549785487,0.0102779531115289
"inf_cpi_3years",6.02179090006214e-05,0.000887564658551222,0.0678462221545814,0.945908070450337,-0.00167940882175977,0.00179984463976102
"noncore_ratio:income_ratio",-4.30758565590066,0.180015752059886,-23.9289373658126,1.74860913283348e-126,-4.66041652993804,-3.95475478186329
