"variable","coefficient","std_error","t_statistic","p_value","ci_lower_95","ci_upper_95"
"(Intercept)",0.018571588897317,0.00415891254983158,4.46549156174708,8.02186833134329e-06,0.0104201202996471,0.0267230574949869
"noncore_ratio",-0.09362276038646,0.0356850797807663,-2.62358276797019,0.00870607282128623,-0.163565516756762,-0.0236800040161579
"surplus_ratio",-0.0219544068049986,0.00369546408505038,-5.94090655455505,2.8702813396156e-09,-0.0291975164116974,-0.0147112971982999
"profit_shortfall",-0.00151674557795048,0.00459159855174003,-0.330330615984644,0.741152803713927,-0.0105162787393609,0.00748278758345997
"emergency_borrowing",0.639875072019574,0.124945376889055,5.12123847997794,3.05684118843684e-07,0.394982133317026,0.884768010722122
"loan_ratio",0.0162550046592941,0.00447824018648988,3.62977508627893,0.00028420827459938,0.00747765389377393,0.0250323554248143
"leverage",-0.0577723873348052,0.00521305518762803,-11.082251243362,1.76996815203625e-28,-0.0679899755025561,-0.0475547991670543
"log_age",0.000167406724066821,0.00102891624418284,0.162701993493916,0.870754332395278,-0.00184926911453154,0.00218408256266519
"gdp_growth_3years",-0.02300016176123,0.00795403288978774,-2.89163523459403,0.00383557804424349,-0.038590066225214,-0.00741025729724603
"inf_cpi_3years",-0.0366504471299941,0.0106378393279579,-3.44529053316975,0.000571339518917137,-0.0575006122127915,-0.0158002820471966
"noncore_ratio:surplus_ratio",0.235874625068664,0.0979219636619886,2.40880203222708,0.0160118352131618,0.0439475762911664,0.427801673846162
"noncore_ratio:profit_shortfall",-0.155214187250811,0.173745363050491,-0.893342904384188,0.371681775708456,-0.495755098829772,0.185326724328151
"surplus_ratio:emergency_borrowing",-0.613566247431729,0.264133990252499,-2.32293559357957,0.0201902320203744,-1.13126886832663,-0.0958636265368312
"profit_shortfall:emergency_borrowing",0.620707939631509,0.444594793950365,1.39612057558372,0.162690020317084,-0.250697856511205,1.49211373577422
